supplier_id,name,category,country,onboarded_date,years_in_business,tier,on_time_delivery_rate,avg_delivery_delay_days,defect_rate,order_volume_monthly,fulfillment_rate,return_rate,payment_delay_days,credit_score,debt_to_equity,current_ratio,revenue_growth_pct,cash_runway_months,complaints_last_90d,contract_renewal_rate,quality_audit_score,defaulted
HIST-03869,Hammer Industries 3869,Packaging,Germany,2020-07-17,14.9,3,0.748,0.5,0.0322,49620,0.925,0.1187,1.2,695,1.13,2.36,0.1,11.8,2,0.76,79.4,0
HIST-03870,Pearson Worldwide 3870,Chemicals,Mexico,2019-10-28,13.9,3,0.864,3.9,0.0352,7674,0.972,0.1132,2.5,709,1.77,1.93,11.6,6.1,7,0.799,86.0,0
HIST-03871,Black Mesa Trading 3871,Logistics,Germany,2024-08-28,22.4,2,0.822,1.2,0.0118,1244,0.973,0.0277,0.2,767,0.19,1.76,7.2,15.2,0,0.934,91.5,0
HIST-03872,Zenith Partners 3872,Food,Germany,2020-08-09,11.6,2,0.891,1.4,0.0093,28604,1.0,0.0632,2.0,741,0.14,1.69,14.1,11.4,2,0.974,98.3,0
HIST-03873,LexCorp Corp 3873,Raw Materials,Mexico,2020-12-26,25.8,1,0.906,7.9,0.0402,5509,0.962,0.0502,2.0,719,0.31,2.02,9.7,11.2,1,0.974,95.0,0
HIST-03874,Dunder Supply Co 3874,Textiles,Brazil,2022-07-16,8.2,3,0.84,0.0,0.03,2276,0.935,0.0624,0.0,757,0.34,2.91,0.1,16.9,1,0.98,75.5,0
HIST-03875,Sterling Holdings 3875,Machinery,Vietnam,2024-05-29,14.9,2,0.853,6.5,0.0629,2529,0.791,0.1075,5.0,679,0.51,1.97,-4.2,7.4,5,0.839,82.7,0
HIST-03876,Nakatomi Worldwide 3876,Machinery,Germany,2021-04-09,13.8,2,0.836,12.4,0.0688,3284,0.929,0.045,1.1,678,0.47,1.67,-0.1,4.4,3,0.931,79.1,0
HIST-03877,LexCorp Manufacturing 3877,Logistics,India,2021-11-15,11.4,1,0.875,0.7,0.0209,6461,0.966,0.0413,38.0,688,1.09,1.69,7.9,8.9,1,0.802,84.5,0
HIST-03878,Aperture Worldwide 3878,Packaging,India,2024-09-01,10.2,2,0.881,1.0,0.0132,464,0.884,0.031,10.3,693,1.46,1.06,2.0,1.4,3,0.704,91.1,0
HIST-03879,Queen Group 3879,Electronics,Mexico,2023-12-27,16.1,1,0.834,2.0,0.0493,1335,0.855,0.0336,10.7,696,1.4,1.53,5.0,2.1,2,0.728,77.0,0
HIST-03880,Apex Limited 3880,Chemicals,Japan,2020-02-16,12.3,2,1.0,0.0,0.024,1245,0.989,0.027,0.0,824,0.92,2.86,15.1,18.8,0,1.0,99.4,0
HIST-03881,Globex Limited 3881,Electronics,Brazil,2020-06-26,19.3,2,0.902,3.8,0.0217,14260,0.858,0.1505,4.0,689,1.4,1.98,6.4,3.5,3,0.824,86.3,0
HIST-03882,Vortex Industries 3882,Logistics,India,2022-08-01,10.6,2,0.799,4.6,0.0286,1320,0.891,0.0197,5.8,705,2.0,1.23,1.3,5.7,4,0.713,82.1,0
HIST-03883,Stark Holdings 3883,Machinery,Brazil,2024-10-15,37.5,1,0.954,0.4,0.0127,1127,0.96,0.0443,10.1,712,0.8,1.68,3.2,3.8,0,0.753,94.1,0
HIST-03884,Nakatomi LLC 3884,Chemicals,Poland,2022-04-21,31.8,3,0.894,0.0,0.0259,11622,1.0,0.0268,0.0,753,0.47,3.27,15.2,17.8,1,1.0,98.6,0
HIST-03885,Cooper International 3885,Textiles,India,2019-02-06,8.7,3,0.809,1.7,0.0268,26905,0.877,0.1396,9.7,652,0.62,1.77,13.9,5.9,2,0.891,85.8,0
HIST-03886,Cooper Logistics 3886,Textiles,Brazil,2024-02-21,17.8,1,1.0,1.4,0.0114,16391,0.991,0.0225,1.4,765,0.37,1.87,16.2,19.0,0,0.996,89.1,0
HIST-03887,Vandelay Manufacturing 3887,Chemicals,India,2024-05-17,7.0,1,0.785,0.8,0.0074,6756,0.862,0.0101,6.8,650,2.15,1.25,6.1,9.9,5,0.933,79.1,1
HIST-03888,Sterling Worldwide 3888,Raw Materials,Vietnam,2024-07-10,24.5,3,0.847,5.5,0.0165,5107,0.857,0.0945,49.7,564,1.45,0.79,5.4,7.0,4,0.735,76.6,1
HIST-03889,Summit Holdings 3889,Electronics,Poland,2021-05-22,12.0,2,0.955,2.4,0.0198,858,0.892,0.0364,14.7,694,1.24,1.36,5.3,5.9,4,0.66,84.2,0
HIST-03890,Hammer Limited 3890,Packaging,China,2018-11-11,13.9,2,0.732,0.4,0.0331,2391,0.833,0.0604,2.8,721,0.78,0.95,3.1,6.8,3,0.79,83.3,0
HIST-03891,Globex LLC 3891,Textiles,Germany,2018-10-13,16.6,2,1.0,0.0,0.0082,1419,0.955,0.0078,0.0,761,0.16,1.9,17.4,20.3,0,1.0,99.5,0
HIST-03892,Hooli Manufacturing 3892,Packaging,Turkey,2020-10-27,1.5,1,0.729,1.1,0.0118,2233,0.831,0.0673,5.2,604,0.92,0.9,-0.2,0.5,5,0.714,69.6,0
HIST-03893,Cyberdyne Supply Co 3893,Food,Japan,2020-07-30,15.7,3,0.789,1.9,0.0181,2076,1.0,0.0645,0.1,760,0.05,2.38,19.7,19.2,0,0.854,100.0,0
HIST-03894,Rand Manufacturing 3894,Machinery,India,2019-09-22,30.5,2,0.695,0.8,0.0252,541,0.862,0.0435,5.7,619,2.1,1.28,-0.7,1.5,0,0.852,83.0,0
HIST-03895,Sterling Corp 3895,Machinery,Poland,2024-12-07,1.2,1,0.821,1.2,0.0157,2883,0.867,0.0281,5.3,711,1.38,1.27,1.8,7.7,3,0.796,86.4,0
HIST-03896,Cortex Group 3896,Raw Materials,China,2023-02-02,15.6,3,0.849,0.4,0.018,2049,0.996,0.0105,0.0,775,0.54,2.79,12.1,12.4,1,1.0,97.1,0
HIST-03897,Umbrella Manufacturing 3897,Raw Materials,USA,2021-07-26,8.8,2,0.789,3.5,0.0092,1063,0.917,0.0258,7.5,715,1.22,1.7,5.9,14.9,0,0.952,100.0,0
HIST-03898,Hammer Manufacturing 3898,Food,Poland,2019-03-19,25.3,3,0.845,0.8,0.0192,714,0.918,0.0432,41.1,710,1.07,2.06,-1.9,13.2,2,0.881,94.7,0
HIST-03899,Acme Logistics 3899,Packaging,Germany,2019-09-18,4.7,2,0.839,3.6,0.0169,1348,0.817,0.0378,15.7,622,1.48,0.2,-12.4,2.0,3,0.756,61.6,1
HIST-03900,Duff Group 3900,Chemicals,Vietnam,2024-05-09,11.6,2,0.843,10.2,0.0507,591,0.911,0.0352,4.9,677,1.1,2.31,5.5,10.0,1,1.0,78.6,0
HIST-03901,Compu International 3901,Textiles,Japan,2020-03-12,5.8,2,0.829,2.0,0.021,341,0.917,0.0578,7.7,598,0.11,1.21,-1.2,3.2,2,0.834,68.2,0
HIST-03902,Pinnacle Partners 3902,Textiles,Brazil,2024-01-02,9.4,2,1.0,0.5,0.0145,4123,1.0,0.036,0.0,850,0.55,2.56,28.6,16.4,1,1.0,100.0,0
HIST-03903,Weyland Industries 3903,Textiles,China,2020-10-30,4.2,2,0.967,0.9,0.0155,2548,0.951,0.0511,18.7,802,0.46,1.41,7.9,8.7,4,0.779,91.9,0
HIST-03904,Cyberdyne LLC 3904,Packaging,Mexico,2021-09-10,12.5,1,0.906,2.8,0.018,3514,0.938,0.0242,0.0,743,0.17,1.34,3.0,5.6,2,0.885,88.5,0
HIST-03905,Cortex Limited 3905,Raw Materials,Vietnam,2021-08-24,8.8,1,0.889,2.6,0.0233,16541,0.89,0.0245,35.1,709,1.59,0.67,-2.4,1.5,6,0.833,78.5,0
HIST-03906,Pied Piper Group 3906,Logistics,Vietnam,2024-06-01,31.0,2,0.88,3.2,0.0273,2959,0.871,0.0355,11.1,626,1.72,0.85,-1.6,5.3,3,0.903,78.6,0
HIST-03907,Yutani LLC 3907,Electronics,Vietnam,2019-02-23,13.5,2,0.811,5.9,0.0339,8340,0.862,0.0239,8.2,598,1.13,0.94,0.5,0.7,5,0.871,64.8,0
HIST-03908,Rand Solutions 3908,Food,Germany,2023-09-09,9.3,2,0.901,3.3,0.006,375,0.964,0.0135,0.7,732,1.38,2.3,5.5,10.9,0,0.884,99.4,0
HIST-03909,Summit Solutions 3909,Food,Mexico,2024-03-19,5.7,2,0.881,2.2,0.0402,39085,0.869,0.0448,8.0,710,0.81,1.2,-3.8,1.0,1,0.876,76.2,0
HIST-03910,Oscorp Industries 3910,Packaging,Vietnam,2020-05-09,6.7,1,0.973,0.9,0.004,2171,0.938,0.0286,6.1,712,2.59,2.37,5.3,10.5,0,0.765,94.0,0
HIST-03911,LexCorp Manufacturing 3911,Food,Mexico,2021-02-23,10.0,2,0.758,5.6,0.0454,23942,0.87,0.0533,12.9,718,1.5,1.14,1.0,2.4,5,0.591,86.4,0
HIST-03912,Wayne Tech Trading 3912,Textiles,India,2022-03-22,18.4,2,0.825,2.2,0.0264,7173,0.924,0.0988,7.4,695,1.17,0.91,2.2,2.1,4,0.94,73.6,0
HIST-03913,Black Mesa Corp 3913,Packaging,USA,2019-12-20,35.8,1,0.987,0.0,0.0113,2128,1.0,0.0249,0.0,781,0.22,2.54,14.3,16.5,0,0.92,99.3,0
HIST-03914,Vandelay Holdings 3914,Raw Materials,China,2019-09-10,11.2,1,0.872,3.4,0.0332,1697,0.853,0.0384,8.9,712,1.09,0.89,1.9,3.5,4,0.798,73.8,0
HIST-03915,Hardman Group 3915,Logistics,Japan,2020-10-03,19.4,2,0.802,1.7,0.0537,13626,0.818,0.0494,12.7,653,1.33,0.48,-3.8,0.5,4,0.586,67.5,1
HIST-03916,Hardman Holdings 3916,Electronics,Poland,2022-04-18,3.1,1,1.0,0.0,0.0379,408,0.986,0.063,3.7,774,0.68,1.52,12.4,11.7,3,0.99,84.3,0
HIST-03917,Bluth Supply Co 3917,Electronics,Japan,2023-06-06,33.8,2,0.879,6.2,0.0214,4490,0.926,0.038,12.3,612,1.2,1.53,-7.9,2.6,1,0.781,86.0,0
HIST-03918,Sterling Manufacturing 3918,Raw Materials,Mexico,2024-06-26,12.7,1,0.804,1.4,0.0179,954,0.918,0.0779,15.5,613,0.36,1.5,-3.4,8.8,1,0.784,88.6,0
HIST-03919,Apex Limited 3919,Food,USA,2023-07-05,3.3,2,1.0,0.0,0.0055,6080,0.989,0.0229,4.9,752,1.27,1.82,20.8,10.7,2,0.955,100.0,0
HIST-03920,Cogswell Corp 3920,Textiles,Germany,2018-05-25,4.2,3,0.758,2.5,0.0431,6594,0.855,0.0325,4.6,689,1.38,1.43,11.1,1.3,8,0.759,78.5,0
HIST-03921,Wayne Industries 3921,Packaging,Mexico,2022-08-15,9.0,3,0.835,4.0,0.0843,1860,0.965,0.0828,1.9,729,0.84,1.9,9.8,9.6,0,0.742,86.1,0
HIST-03922,Sterling Worldwide 3922,Machinery,Vietnam,2021-02-25,22.1,1,0.934,6.0,0.0222,1065,0.891,0.0287,11.4,676,1.19,1.36,3.9,4.0,3,0.915,76.1,0
HIST-03923,Cooper Group 3923,Raw Materials,Turkey,2018-08-22,51.3,1,0.957,0.0,0.0056,13217,0.93,0.026,2.2,724,0.93,2.27,16.5,14.9,0,0.932,98.2,0
HIST-03924,Umbrella Group 3924,Electronics,Turkey,2021-10-10,11.6,3,0.805,1.7,0.0525,2499,0.946,0.1237,0.0,753,0.05,1.67,8.9,11.1,2,1.0,100.0,0
HIST-03925,Spacely Supply Co 3925,Electronics,Japan,2019-11-21,6.4,2,0.886,2.4,0.0771,4771,0.952,0.058,7.4,630,0.88,1.55,7.6,7.5,3,0.749,81.4,0
HIST-03926,Aperture Limited 3926,Food,Germany,2019-03-10,15.4,2,0.889,5.4,0.0545,1528,0.9,0.106,7.2,661,0.33,1.04,6.7,10.4,3,0.963,72.0,0
HIST-03927,Hardman LLC 3927,Packaging,Poland,2018-07-21,16.0,1,0.893,5.8,0.0545,482,0.804,0.0446,10.1,593,2.39,2.1,-11.1,0.5,2,0.802,86.1,0
HIST-03928,Pearson Partners 3928,Chemicals,USA,2023-10-23,5.0,3,0.766,0.5,0.0262,6332,0.958,0.0208,6.0,719,0.34,1.9,8.8,5.7,0,0.773,74.6,0
HIST-03929,Vandelay Solutions 3929,Packaging,Mexico,2024-07-28,12.4,2,0.979,0.3,0.0178,1272,0.942,0.0284,4.7,753,0.05,2.64,14.7,6.4,0,0.958,95.4,0
HIST-03930,Wonka Manufacturing 3930,Electronics,USA,2018-06-30,13.2,1,0.792,1.0,0.033,1094,0.933,0.0839,25.1,580,1.08,1.38,-9.4,1.6,4,0.699,64.8,0
HIST-03931,Compu LLC 3931,Food,Brazil,2024-02-17,9.5,1,1.0,0.0,0.0229,13382,1.0,0.0397,8.6,695,0.71,2.38,8.1,8.4,1,0.939,90.0,0
HIST-03932,Bluth Trading 3932,Chemicals,Brazil,2022-04-28,23.7,1,0.76,3.0,0.012,5432,0.802,0.0538,4.0,636,1.06,1.1,0.5,4.6,5,0.659,76.5,0
HIST-03933,Duff International 3933,Electronics,Brazil,2024-01-31,9.1,2,0.77,3.7,0.0354,2185,0.852,0.0453,8.9,581,1.9,1.79,-6.4,4.8,6,0.922,70.0,0
HIST-03934,Apex Logistics 3934,Electronics,China,2023-11-14,6.5,2,0.662,7.9,0.0683,4286,0.842,0.0852,16.2,616,1.68,0.45,-9.2,0.5,1,0.763,78.3,0
HIST-03935,Stark Holdings 3935,Packaging,Japan,2018-12-05,7.1,2,0.929,0.6,0.0791,2590,0.985,0.078,0.0,763,0.88,2.46,23.4,19.0,2,1.0,97.5,0
HIST-03936,Hooli Limited 3936,Chemicals,Germany,2024-05-07,3.3,1,0.97,0.8,0.0257,330,0.936,0.1113,1.1,776,0.68,0.97,2.5,7.8,1,0.869,82.0,0
HIST-03937,Rand Partners 3937,Chemicals,Turkey,2023-11-30,2.9,2,0.898,11.0,0.0163,910,0.918,0.0219,4.5,776,0.6,1.98,7.0,9.0,1,0.786,81.8,0
HIST-03938,Hooli Limited 3938,Logistics,USA,2019-10-31,2.3,3,0.773,2.1,0.0291,2444,0.879,0.0792,5.6,698,0.92,1.11,4.0,3.5,6,0.847,88.6,0
HIST-03939,Initech Holdings 3939,Textiles,USA,2020-05-25,5.8,2,1.0,0.0,0.0419,4022,0.992,0.0482,15.4,795,0.85,2.3,1.0,12.3,0,1.0,96.1,0
HIST-03940,Daily Worldwide 3940,Food,India,2019-05-29,13.4,1,0.809,9.3,0.0226,3595,0.808,0.0265,9.2,597,1.65,1.05,-10.8,0.5,4,0.536,70.4,0
HIST-03941,Planet International 3941,Packaging,India,2020-11-25,23.8,3,0.89,0.7,0.0167,9879,0.926,0.0635,0.8,684,1.23,1.8,2.7,9.1,3,0.714,79.0,0
HIST-03942,Aperture Manufacturing 3942,Textiles,Vietnam,2024-06-24,5.4,3,0.973,0.0,0.0152,5868,1.0,0.1073,0.0,811,0.05,2.8,21.2,20.5,1,0.984,94.5,0
HIST-03943,Umbrella International 3943,Packaging,Japan,2023-08-02,6.3,2,0.846,5.2,0.0346,18079,0.919,0.029,4.6,674,1.59,0.62,0.3,9.5,3,0.813,78.6,0
HIST-03944,Daily Systems 3944,Chemicals,Vietnam,2019-01-13,10.3,2,0.881,0.7,0.0162,7749,0.941,0.0384,6.7,806,0.4,1.76,4.2,6.4,0,0.911,78.6,0
HIST-03945,Hooli Limited 3945,Machinery,USA,2021-11-30,14.8,1,0.962,0.8,0.0097,7486,0.939,0.0729,6.7,731,1.17,1.85,7.7,5.8,2,0.932,77.0,0
HIST-03946,Massive Dynamic Industries 3946,Chemicals,India,2018-12-03,22.3,2,0.9,8.6,0.0407,2105,0.944,0.0631,7.9,680,1.4,0.89,-8.1,5.4,4,0.746,86.4,0
HIST-03947,Hooli Corp 3947,Machinery,Turkey,2023-04-24,13.0,1,0.94,1.3,0.0015,1188,0.92,0.0285,2.0,703,0.69,1.82,10.2,6.3,2,0.96,86.3,0
HIST-03948,Cortex Trading 3948,Chemicals,Vietnam,2018-03-17,6.2,1,1.0,0.0,0.0112,1986,0.941,0.0507,9.4,774,1.23,2.35,8.6,10.2,1,0.93,94.5,0
HIST-03949,Genco Group 3949,Packaging,Turkey,2021-11-20,19.8,3,0.783,0.5,0.0419,817,0.945,0.0862,6.8,774,1.24,1.83,5.2,8.0,0,0.957,88.7,0
HIST-03950,Zenith Partners 3950,Textiles,USA,2024-07-20,2.3,1,0.805,3.3,0.0042,1712,0.944,0.0538,1.0,758,1.78,1.17,7.9,5.7,0,1.0,83.7,0
HIST-03951,Massive Dynamic Manufacturing 3951,Raw Materials,Germany,2024-01-26,21.0,2,0.873,1.6,0.0342,1460,0.958,0.0642,8.5,702,0.05,1.22,-6.5,5.5,2,0.768,68.2,0
HIST-03952,Massive Dynamic Trading 3952,Raw Materials,Brazil,2019-02-05,24.9,2,0.897,6.8,0.0124,7427,0.997,0.0299,8.6,776,0.68,1.77,5.2,11.7,1,0.725,77.7,0
HIST-03953,Krusty Limited 3953,Electronics,Brazil,2019-02-04,9.6,1,0.931,11.5,0.0221,3381,0.882,0.0171,7.4,743,0.7,1.71,13.1,12.8,1,0.954,80.9,0
HIST-03954,Hammer Solutions 3954,Machinery,Germany,2018-06-09,5.9,3,0.852,0.0,0.0196,12888,0.927,0.0307,2.4,754,0.26,1.98,22.0,13.0,0,1.0,99.3,0
HIST-03955,Wonka Systems 3955,Raw Materials,Poland,2023-11-03,6.5,2,0.916,2.6,0.0237,9731,0.915,0.0171,0.0,774,1.1,1.5,14.7,13.4,0,0.911,92.6,0
HIST-03956,Tyrell LLC 3956,Logistics,China,2023-06-28,4.0,1,0.824,3.4,0.0047,1231,0.888,0.0606,14.4,745,1.38,1.32,-3.2,9.5,7,0.795,76.0,0
HIST-03957,Pied Piper Limited 3957,Chemicals,Brazil,2022-07-29,16.8,3,0.724,13.6,0.0716,6485,0.83,0.0548,14.6,549,1.64,0.48,-10.5,0.5,5,0.656,70.8,0
HIST-03958,Initech Limited 3958,Machinery,China,2024-06-20,11.4,2,0.902,4.2,0.033,1693,0.927,0.0198,21.2,728,0.92,2.11,10.7,7.7,0,0.906,90.9,0
HIST-03959,Roxxon Logistics 3959,Chemicals,Turkey,2021-06-07,1.9,1,0.928,1.0,0.0268,47656,0.907,0.0514,4.9,676,0.05,1.62,4.8,9.4,0,0.817,100.0,0
HIST-03960,Globex Group 3960,Textiles,Brazil,2021-05-12,5.6,2,0.844,3.0,0.0225,4538,0.972,0.0441,7.0,615,1.44,1.04,3.5,1.4,1,0.668,75.6,0
HIST-03961,Daily Industries 3961,Packaging,Japan,2020-07-13,12.1,2,0.741,2.9,0.0176,774,0.774,0.0645,13.9,502,1.53,1.04,-1.0,1.8,4,0.631,62.0,1
HIST-03962,Apex Trading 3962,Food,Vietnam,2021-10-08,35.9,2,0.813,0.9,0.0266,340,0.822,0.0596,6.9,682,1.59,1.11,-6.3,0.5,3,0.627,86.6,0
HIST-03963,Spacely Partners 3963,Chemicals,Vietnam,2019-08-18,16.2,2,0.96,0.0,0.0327,2686,0.946,0.1096,5.6,797,0.94,1.9,12.0,10.0,3,0.856,84.8,0
HIST-03964,Compu Manufacturing 3964,Logistics,India,2023-11-09,18.2,1,0.941,3.4,0.0564,979,0.774,0.0942,19.9,588,0.89,1.07,-4.4,0.5,6,0.747,66.8,0
HIST-03965,Vertex Group 3965,Electronics,China,2021-04-18,17.0,1,0.903,6.0,0.013,2281,0.845,0.0065,18.8,716,0.69,1.6,8.8,4.7,2,0.841,84.2,0
HIST-03966,Hooli Group 3966,Logistics,Turkey,2022-07-14,16.5,2,0.932,2.6,0.0315,6758,0.904,0.0274,18.7,763,1.03,1.85,6.1,9.1,0,0.958,77.9,0
HIST-03967,Duff Supply Co 3967,Chemicals,Mexico,2021-05-05,6.0,3,0.938,8.9,0.0112,5249,1.0,0.0106,4.5,795,0.71,2.3,16.6,17.6,1,0.933,95.1,0
HIST-03968,Rand Group 3968,Raw Materials,Vietnam,2022-07-12,18.6,1,1.0,1.4,0.0505,3304,0.902,0.0456,5.0,777,1.13,1.42,8.2,11.9,6,0.806,90.2,0
HIST-03969,Spacely Systems 3969,Raw Materials,Germany,2021-09-24,9.2,1,1.0,0.2,0.0152,5461,0.862,0.0191,4.8,699,1.23,1.44,5.6,8.9,1,0.779,80.1,0
HIST-03970,Planet Supply Co 3970,Raw Materials,Vietnam,2023-02-21,50.5,2,0.805,3.1,0.0272,3080,0.884,0.1134,4.9,678,1.16,2.14,-2.5,9.3,7,0.743,76.1,0
HIST-03971,Massive Dynamic Trading 3971,Machinery,Japan,2019-10-25,4.2,2,0.995,0.1,0.0253,2842,1.0,0.0396,1.8,813,0.05,2.18,18.2,12.4,1,0.905,97.5,0
HIST-03972,Yutani Partners 3972,Electronics,Vietnam,2024-07-03,15.2,3,0.913,5.4,0.0182,4516,0.988,0.0108,0.0,718,0.1,1.78,10.7,8.4,0,0.913,92.2,0
HIST-03973,Nakatomi Industries 3973,Packaging,Germany,2023-01-02,8.2,3,0.934,3.9,0.0573,716,0.9,0.1673,1.4,673,0.05,1.64,1.9,7.6,2,0.862,85.4,0
HIST-03974,Oscorp Worldwide 3974,Raw Materials,Mexico,2022-08-30,8.0,2,0.651,1.2,0.0304,1145,0.914,0.0258,6.0,602,1.98,0.85,-4.0,0.5,6,0.759,70.6,1
HIST-03975,Pearson Holdings 3975,Machinery,Poland,2019-03-05,10.6,1,0.822,4.8,0.0246,2184,0.865,0.1211,7.2,653,1.5,1.12,-6.3,5.5,2,0.745,81.8,1
HIST-03976,Cyberdyne Manufacturing 3976,Electronics,India,2023-09-23,11.4,2,0.794,1.5,0.0075,3269,0.944,0.0641,6.3,729,0.94,1.99,2.7,9.3,3,0.967,90.5,0
HIST-03977,Vandelay Systems 3977,Textiles,Poland,2021-01-28,19.8,3,0.89,5.2,0.0478,516,0.784,0.0384,14.1,636,0.74,1.85,6.4,4.3,5,0.735,75.8,0
HIST-03978,Roxxon Logistics 3978,Food,Brazil,2018-05-23,9.2,2,0.933,1.2,0.0054,5352,1.0,0.0509,5.2,765,0.9,1.91,22.1,14.1,1,0.832,97.2,0
HIST-03979,Roxxon Partners 3979,Electronics,Vietnam,2018-03-19,7.8,1,0.96,0.0,0.0067,1506,0.969,0.0272,0.0,804,1.44,2.18,8.3,10.2,0,1.0,84.1,0
HIST-03980,Dunder Limited 3980,Electronics,Mexico,2020-10-22,27.2,3,0.881,7.3,0.053,961,0.893,0.1211,17.7,659,1.02,1.71,0.0,13.6,1,0.823,75.6,0
HIST-03981,LexCorp International 3981,Food,Mexico,2023-06-13,15.4,3,0.891,0.5,0.0412,776,0.935,0.0215,0.0,699,1.18,2.54,15.5,12.4,3,0.883,93.2,0
HIST-03982,Umbrella Limited 3982,Logistics,Germany,2022-06-17,4.1,3,0.891,2.1,0.01,5253,0.948,0.0657,3.3,728,0.41,2.09,5.2,14.9,0,0.94,89.9,0
HIST-03983,Soylent Corp 3983,Textiles,Brazil,2021-10-03,8.1,2,0.803,2.5,0.0224,1533,0.911,0.0333,4.8,574,1.03,1.28,10.4,1.8,7,0.903,72.7,1
HIST-03984,Initech Trading 3984,Electronics,Mexico,2018-10-12,13.3,1,0.76,2.6,0.0776,3650,0.859,0.053,10.8,655,1.87,1.27,15.2,5.2,5,0.976,90.5,0
HIST-03985,Queen Solutions 3985,Machinery,Turkey,2020-08-25,18.0,2,1.0,0.0,0.0338,6037,0.984,0.0251,10.4,827,0.24,3.09,21.2,22.2,2,1.0,93.4,0
HIST-03986,Aperture Corp 3986,Machinery,Germany,2019-07-27,13.9,2,0.807,6.8,0.0612,3368,0.897,0.1265,25.4,607,1.38,1.31,-5.4,0.5,1,0.678,66.8,1
HIST-03987,Planet International 3987,Chemicals,Mexico,2022-06-29,12.5,2,0.813,1.8,0.0424,5359,0.836,0.1214,12.9,635,1.23,1.35,-7.9,6.8,5,0.782,67.9,1
HIST-03988,Krusty International 3988,Logistics,Germany,2020-05-21,8.5,2,0.887,6.3,0.0248,1383,0.954,0.0433,10.5,776,0.22,2.22,0.2,14.6,1,0.924,85.5,0
HIST-03989,Vandelay Holdings 3989,Packaging,USA,2018-01-30,16.9,1,0.973,2.1,0.0324,3079,0.868,0.0491,2.2,662,0.8,0.76,5.1,5.0,1,0.866,87.0,0
HIST-03990,Soylent International 3990,Machinery,Turkey,2020-08-11,2.8,2,0.785,0.8,0.0195,703,0.901,0.0377,12.2,625,1.82,1.38,5.7,1.9,2,0.67,76.9,0
HIST-03991,Hammer Limited 3991,Chemicals,China,2023-09-27,9.7,3,0.71,7.1,0.0349,22597,0.927,0.0346,14.1,557,1.07,0.28,-1.0,1.6,4,0.69,80.4,0
HIST-03992,Krusty Corp 3992,Machinery,Brazil,2020-03-17,11.1,1,0.969,0.2,0.004,5015,0.981,0.0759,0.0,747,0.62,1.81,8.4,11.8,1,1.0,75.2,0
HIST-03993,Planet Logistics 3993,Machinery,China,2020-07-05,4.2,1,1.0,0.1,0.0188,5181,1.0,0.0218,2.4,767,0.99,2.13,4.1,14.4,2,0.854,96.9,0
HIST-03994,Tyrell International 3994,Packaging,Brazil,2022-01-29,16.6,2,0.862,0.7,0.0354,5509,0.929,0.0707,6.3,791,0.05,2.7,17.3,14.3,2,0.962,100.0,0
HIST-03995,Stark Corp 3995,Food,Mexico,2020-02-16,13.5,2,0.813,1.7,0.0248,1337,0.843,0.0333,0.5,714,0.96,1.5,-0.7,10.1,0,1.0,85.3,0
HIST-03996,Daily Trading 3996,Textiles,Turkey,2020-04-21,2.2,3,0.829,0.0,0.0202,5262,0.942,0.0375,19.6,758,0.66,1.9,13.9,13.8,0,1.0,83.6,0
HIST-03997,Wonka Group 3997,Machinery,Turkey,2021-02-22,25.2,2,0.843,1.3,0.0933,2175,0.877,0.0658,8.5,580,2.07,0.65,5.5,0.5,1,0.753,67.0,0
HIST-03998,Spacely Holdings 3998,Electronics,USA,2023-04-02,3.6,3,0.884,0.6,0.0215,9927,0.9,0.0414,35.3,698,0.65,1.75,7.2,8.8,2,0.915,89.2,0
HIST-03999,Massive Dynamic Logistics 3999,Logistics,China,2019-06-24,4.9,3,0.894,0.6,0.0382,7162,0.828,0.0475,2.4,695,0.59,1.82,-6.8,1.8,4,0.761,80.9,0
HIST-04000,Sterling Solutions 4000,Raw Materials,Mexico,2020-02-01,14.2,1,0.906,3.0,0.0448,1327,0.923,0.0369,2.7,725,0.83,1.86,-2.3,4.5,1,0.949,99.4,0
HIST-04001,Aperture Manufacturing 4001,Raw Materials,Brazil,2021-04-29,2.8,3,0.863,2.7,0.0157,2220,0.937,0.0474,0.0,745,1.3,1.51,13.8,12.2,1,0.886,91.4,0
HIST-04002,Vortex Holdings 4002,Food,Mexico,2019-10-21,10.5,2,0.888,0.0,0.0095,1138,0.88,0.0524,0.0,784,0.95,2.01,4.1,12.2,1,0.98,100.0,0
HIST-04003,Nakatomi Trading 4003,Chemicals,Mexico,2022-12-06,6.0,3,0.861,1.8,0.027,1070,0.894,0.0527,16.3,618,1.16,0.74,-4.0,3.7,7,0.841,81.4,0
HIST-04004,Summit Systems 4004,Textiles,Germany,2018-04-22,10.1,3,0.868,2.3,0.0319,2302,0.935,0.0299,0.0,689,0.35,2.79,16.2,13.4,1,0.973,100.0,0
HIST-04005,Oscorp Group 4005,Food,Mexico,2022-11-14,7.0,2,0.796,7.2,0.0176,3632,0.849,0.0616,12.0,672,1.07,0.98,-5.1,10.3,0,0.888,94.9,0
HIST-04006,Bugle Supply Co 4006,Textiles,China,2024-03-23,11.5,3,0.776,4.2,0.05,4492,0.89,0.0699,6.5,591,1.15,1.17,-2.5,1.2,4,0.755,74.9,0
